,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
2914,2019-04-19,0,Exactly as described!,Great quality,5,,R48QZGALE4AW1,USA,2019,spring,Positive,North-America,False
2915,2018-01-22,0,So soft and comfortable really happy with this product.,Five Stars,5,,R3TTKBDBRL1CA9,USA,2018,winter,Positive,North-America,False
2916,2019-08-09,0,Super soft and comfortable. Great for the dorm room,Dorm Friendly,5,,R1UYWVFYRUKIYY,USA,2019,summer,Positive,North-America,False
2917,2019-04-02,0,love this comforter.  very soft and warm. I already washed it and it came out of dryer like new,doesn't bunch up when washed,5,,R3UAO3O26LDQUF,USA,2019,spring,Positive,North-America,False
2918,2019-04-17,0,I love it so soft and warm,Love it,5,,R2YFPZYOI1TIVY,USA,2019,spring,Positive,North-America,False
2919,2020-01-27,0,Good,Liked,5,,R2ROK9PISEWUBY,USA,2020,winter,Positive,North-America,False
2920,2019-09-27,0,Very soft and light weight yet warm .very good stuff and affordable.,Soft comfortable and warm,5,,R2FRC8YHOR1APL,USA,2019,autumn,Positive,North-America,False
2921,2019-10-13,0,Nice warm blanket. Would buy another.,Red,5,,R2ZGRAU09A1SB8,USA,2019,autumn,Positive,North-America,False
2922,2018-10-21,1,"It is a great comforter, only problem it gets hot every easily.",Great,4,,R2IJVOBBB043W5,USA,2018,autumn,Positive,North-America,True
2923,2019-07-25,0,It's perfect for my Granddaughter to take to collage,It's a great value for the 3 items,5,,R1DPQBVLZNPAQX,USA,2019,summer,Positive,North-America,False
2924,2019-08-14,0,Very nice comforter for the money.,great value!,5,,R1F65D2Y4LQRYP,USA,2019,summer,Positive,North-America,False
2925,2017-12-10,4,I was a little skeptical since $34 for a king size comforter is a really great .... but I was pleasantly surprised!  Super soft and it fluffed up nicely after a wash.,... $34 for a king size comforter is a really great..,5,,R2SG9ZARY6BDO1,USA,2017,autumn,Positive,North-America,True
2926,2016-09-12,1,"These were much better than I expected!  I purchased them to be used in a guest bedroom at my son's house.  With the newer mattresses I was afraid that they would be too small.  The mattresses are 10"" and the comforter covers them perfectly.  The fabric is soft and cozy to cuddle up with and go to sleep.  Haven't had to wash them yet but so far so good.",Soft and Cozy,5,,ROD3UZ78KNIL,USA,2016,summer,Positive,North-America,True
2927,2018-11-23,0,I really like this comforter. it is warm but not heavy.. awesome for Maine winters.,it is warm,5,,R3DK64O5UAWBNW,USA,2018,autumn,Positive,North-America,False
2928,2019-03-10,0,I love it. Good quality!,Love it,5,,RUSK3RLVN07G,USA,2019,winter,Positive,North-America,False
2929,2019-04-02,0,Love it,Very fluffy,5,,R116OIK8ZEV7C9,USA,2019,spring,Positive,North-America,False
2930,2019-02-17,0,Very soft and warm,Soft,5,,R3UXDYBSVEWHTR,USA,2019,winter,Positive,North-America,False
2931,2018-11-03,0,love these comforters.,Good quality,5,,R2SQQD5VXJR9RV,USA,2018,autumn,Positive,North-America,False
2932,2018-10-26,0,"Comfy, fluffy and warm.",Super comfy!,5,,R3Q1J1VW2ZB4F3,USA,2018,autumn,Positive,North-America,False
2933,2016-08-04,0,Very fluffy and comfortable.  My son loved the color.,Five Stars,5,,R3H1NVISR6P61W,USA,2016,summer,Positive,North-America,False
2934,2015-03-30,2,I bought this comforter for my toddlers new big girl twin bed. We all love it! It fits perfectly and is just the right warmth for year round use!,Great comforter!,5,,R354KV336HGNPV,USA,2015,spring,Positive,North-America,True
2935,2019-10-16,0,Love this quilt !,Warm and cozy,5,,R1Y4DOD107NGDU,USA,2019,autumn,Positive,North-America,False
2936,2018-09-03,0,I do recommend this product.  It is a quality comforter and is a great weight for early fall.  More than satisfactory and a great value.,Great product and a great value,5,,RI2XA5S6H6ZJ8,USA,2018,summer,Positive,North-America,False
2937,2018-07-24,0,I love it.  Just the right weight for all seasons!  Will probably buy in another color just to switch off!,I love it. Just the right weight for all seasons,5,,R1EIMWP436US8I,USA,2018,summer,Positive,North-America,False
2938,2017-10-31,0,Soft warm and cozy,Five Stars,5,,R2CTSCQ58U9NXQ,USA,2017,autumn,Positive,North-America,False
2939,2019-10-03,0,The boys love them,Warm and cozy,5,,R38YDKOXR2UC2K,USA,2019,autumn,Positive,North-America,False
2940,2019-07-23,0,I love this spread!,Softness,5,,R1V5GA9JDSZDR1,USA,2019,summer,Positive,North-America,False
2941,2018-09-08,0,Sent my child off to college with this comforter. Will see how it holds up. So far so good!,True to advertised,4,,R3ZTFE35W6NS8,USA,2018,summer,Positive,North-America,False
2942,2018-06-04,0,"So very nice, and soft! Love it!",Five Stars,5,,R1Q3DAF35ZYYRH,USA,2018,spring,Positive,North-America,False
2943,2018-01-11,0,Good product. No frills,Four Stars,4,,R2QCRQTJJBID06,USA,2018,winter,Positive,North-America,False
2944,2018-03-14,1,"I don't like the microfiber fabric, it's too warm and it doesn't slide easily across the sheets when making the bed. It snags easily. Update: If you are buying this for a teenage boy...Don't! The fabric doesn't breathe at all, my sons room reeks of ""teenage boy sweat"" after only a few days. Find something in cotton for goodness sake.",Cheap. Smelly!!!,1,,R6G6O3OVSIFHU,USA,2018,winter,Negative,North-America,True
2945,2019-11-30,0,The quality is poor and it does not last long,Poor quality,3,,R2PSAW3OD6S3K,USA,2019,autumn,Neutral,North-America,False
2946,2018-11-10,0,So fluffy and nice,Very fluffy,5,,R1UN8AJ6YAE866,USA,2018,autumn,Positive,North-America,False
2947,2020-02-02,0,Super soft and cozy!,Cozy,5,,R22LWP6JKCAJJI,USA,2020,winter,Positive,North-America,False
2948,2018-08-21,0,I thought the pillows would be a little stiffer. But they have worked very well,Soft,4,,R1SOCGQ804JJBB,USA,2018,summer,Positive,North-America,False
2949,2019-12-25,0,Looks and feels great.  Love the colors,Great product!,5,,RH9V9E3YHU18K,USA,2019,winter,Positive,North-America,False
2950,2019-12-17,0,Great product,"Not too hot, not too cold. Just right !",5,,R2ZOB2XR15U0Q,USA,2019,autumn,Positive,North-America,False
2951,2019-11-14,0,"I love this comforter set, very soft",Great quality,5,,R7S71NM1V5UHE,USA,2019,autumn,Positive,North-America,False
2952,2019-03-29,0,My son loves it,Light weight,5,,R3KT1M3T1IT94M,USA,2019,spring,Positive,North-America,False
2953,2018-12-27,0,My daughter received this for Christmas and she absolutely loved it!,Better than down,5,,R27MF8HH9HWUID,USA,2018,winter,Positive,North-America,False
2954,2018-09-07,0,Great color and nice feel. Looks great.,Soft,5,,R2JNTE7CWEQOZU,USA,2018,summer,Positive,North-America,False
2955,2018-11-19,0,Very nice overall for our roll away guest bed!  Looks and feels very nice.,Durability/Comfort,5,,R3FQZ76WBQEQG0,USA,2018,autumn,Positive,North-America,False
2956,2019-08-06,0,perfect for chilly night,Super cozy and not heavy,5,,R1ZKVJBEJOBH2H,USA,2019,summer,Positive,North-America,False
2957,2018-01-10,0,"Oh I love my comforter.  Nice color, warm.",Five Stars,5,,RKE8I5F7DFLA6,USA,2018,winter,Positive,North-America,False
2958,2019-05-15,0,"Love my down alternative comforter, so comfy and soft",Got exactly what I ordered,5,,R34CG54AB74575,USA,2019,spring,Positive,North-America,False
2959,2019-07-01,0,Would buy again!,The Fit of the comforter!,5,,RN1EMTGW3VC,USA,2019,summer,Positive,North-America,False
2960,2019-08-11,0,most comfy comforter I have ever used.,Nice and fluffy comforter,5,,R2471FCTQCP83P,USA,2019,summer,Positive,North-America,False
2961,2019-09-12,0,"Great product, thick and satisfying comforter",A little thick and heavy,4,,R3CH9HF88SM1QM,USA,2019,summer,Positive,North-America,False
2962,2018-07-14,0,Very soft and color is as stated. Happy with purchase,Satisfied customer!,5,,R1DP496CFJ5X1I,USA,2018,summer,Positive,North-America,False
2963,2017-03-24,1,Super warm!  Just what we were looking for!,Super warm! Just what we were looking for,4,,R2FM5WTZWH7222,USA,2017,spring,Positive,North-America,True
2964,2019-06-23,0,This is awesome,Awesomeness,5,,R7H5WO1JY10IQ,USA,2019,summer,Positive,North-America,False
2965,2018-11-08,0,I love this set! It’s super comfortable and the red is such a pretty color!,Awesome comforter!,5,,R2PRLEGDZBDHXU,USA,2018,autumn,Positive,North-America,False
2966,2017-02-03,0,good quality,Four Stars,4,,R2YTHQUEHQOVDL,USA,2017,winter,Positive,North-America,False
2967,2016-12-07,1,Very nice & comfortable. Could be a few inches wider to drape across Twin XL bed.,Four Stars,4,,RFLIRW9Q87JFV,USA,2016,autumn,Positive,North-America,True
2968,2019-12-14,0,Kids love it,Great comforter,5,,R1PCR87MH71LX6,USA,2019,autumn,Positive,North-America,False
2969,2019-06-24,0,I like the color and softness.,Product is exactly as described.,5,,R3DBYOJJDCOJSO,USA,2019,summer,Positive,North-America,False
2970,2017-01-21,0,"Beautilful comforter! Exactly as pictured, and fast delivery:)",Five Stars,5,,R1L5RKF1ZDPICE,USA,2017,winter,Positive,North-America,False
2971,2019-02-13,0,This product is so soft and you just melt right into it. Love it,Best ever,5,,R31S5FAFDPPLEL,USA,2019,winter,Positive,North-America,False
2972,2017-02-22,0,This is light weight. Great to snuggle up with even on cooler nights or warmer southern weateher,Great to snuggle up with even on cooler nights or ...,5,,R21K1A2FSA0HB2,USA,2017,winter,Positive,North-America,False
2973,2019-07-27,0,Just what I needed for the perfect night’s sleep!,Get it!,5,,R2QMLQM2FJB2B8,USA,2019,summer,Positive,North-America,False
2974,2016-03-01,0,Exactly what I was expecting. Nice and warm!,Nice and warm,5,,R27L1QG29CHDLI,USA,2016,winter,Positive,North-America,False
2975,2017-01-06,0,"My college-student nephew loves this comforter!  I did good with the selection of color and pattern, but he also likes the style and ""feel"" of the comforter.",I did good with the selection of color and pattern,5,,RR4ERUP7OVUA2,USA,2017,winter,Positive,North-America,False
2976,2015-07-08,7,"Super soft and comfy, yet lightweight.  Bought this to go on a wedding ring patchwork quilt and the color is a perfect match.  Couldn't be happier !!  The blue is a soft medium blue.",Very pleased with my purchase,5,,R3NAN47FSO7BH6,USA,2015,summer,Positive,North-America,True
2977,2018-01-30,0,Love this blanket... Warm but not heavy.,Five Stars,5,,R2CJLRWVQGA4SO,USA,2018,winter,Positive,North-America,False
2978,2018-08-03,0,The color is not a true navy blue but works fine. Its very soft and comfortable and seems to be good quality.,Soft & comfortable,4,,REHHADF5BBF25,USA,2018,summer,Positive,North-America,False
2979,2019-05-17,0,Good blue. Great basic piece.,Great product and price.,5,,RO55T64Y7TFS6,USA,2019,spring,Positive,North-America,False
2980,2019-04-08,0,Yes I like this comforter. It's just the right amount of weight.,Bare Comforter,5,,R206GIJ8ZH87ID,USA,2019,spring,Positive,North-America,False
2981,2019-05-22,0,Great comforter...very happy,Great quality,5,,R2EIMKAVJCLWRU,USA,2019,spring,Positive,North-America,False
2982,2016-09-09,0,Feels great looks great quick delivery thanks,Five Stars,5,,R2R491J2OAW3OU,USA,2016,summer,Positive,North-America,False
2983,2019-05-06,0,very nice product,nice,5,,R1Y8YQIR95XA3P,USA,2019,spring,Positive,North-America,False
2984,2018-03-24,0,Great quality for the price,Five Stars,5,,R1OSNXT79NKRGF,USA,2018,spring,Positive,North-America,False
2985,2018-11-30,0,"VERY SOFT AND COMFORTABLE.  PRODUCT WAS AS ADVERTISED, NO DISAPPOINTMENTS",NO SURPRISES,4,,R1Y2HDYKDZI4JL,USA,2018,autumn,Positive,North-America,False
2986,2018-11-24,0,Very warm and lightweight,Good Price and quality item,5,,R1M4JOSYOCUCX9,USA,2018,autumn,Positive,North-America,False
2987,2018-10-12,0,I would have liked them to be about 6 inches wider. Loved the length and weight.,Comforter,4,,R1M15X92T0R2WP,USA,2018,autumn,Positive,North-America,False
2988,2019-04-25,0,Product stitching comes unraveled  after washing,Not of good quality,1,,R1ZEZ0GWI7HXSF,USA,2019,spring,Negative,North-America,False
2989,2018-08-12,0,;),So far so good,5,,R2FUJCG8GZ6KYO,USA,2018,summer,Positive,North-America,False
2990,2018-11-11,0,Love it!,Soft and sturdy!,5,,R36N3MHEL5RLAE,USA,2018,autumn,Positive,North-America,False
2991,2018-11-15,0,Love it,Love it,5,,RSDJS9F0YJMUE,USA,2018,autumn,Positive,North-America,False
2992,2017-01-12,0,Love this duvet insert. Will be buying more from this company in the future. Right price too. Thank you.,Love this duvet insert,5,,RFGS9S36LYMKG,USA,2017,winter,Positive,North-America,False
2993,2019-06-08,0,"It’s super blue, not a true navy.",Not the Navy you’re looking for..,1,,R18BTBCADNH74Z,USA,2019,spring,Negative,North-America,False
2994,2019-08-28,0,Great for a college dorm room!,Love it!,5,,R1NBG4J537GFKZ,USA,2019,summer,Positive,North-America,False
2995,2019-03-11,0,Love it!! Lightweight but very warm.,Best goose down ever,5,,R1GSNIFWB3TK0A,USA,2019,winter,Positive,North-America,False
2996,2019-04-17,0,Just as advertised.,Great purchase,5,,R3TBJSDVC5S5NP,USA,2019,spring,Positive,North-America,False
2997,2019-07-28,0,Love it!,Worth the money!,5,,R14BY4D6EG7KQQ,USA,2019,summer,Positive,North-America,False
2998,2019-07-22,0,Very soft and high quality,Comforter,5,,R2B4JWERHQYZRB,USA,2019,summer,Positive,North-America,False
2999,2018-11-22,0,My husband loved it,So soft,5,,R33L942VVZMWUK,USA,2018,autumn,Positive,North-America,False
3000,2019-08-21,0,Quality very cheap.,You get what you pay for.,2,,R38XVSQPXIF342,USA,2019,summer,Negative,North-America,False
3001,2019-02-25,0,Love it!! Very soft too,Exactly like the picture,5,,R3K8RFXZH1V26Q,USA,2019,winter,Positive,North-America,False
3002,2019-06-23,0,"Fast delivery, nice product",Fast delivery,5,,R2Q86S0LOWXWN7,USA,2019,summer,Positive,North-America,False
3003,2019-12-27,0,My baby loves it,Fantastic,5,,R3TFU1TKGADYCF,USA,2019,winter,Positive,North-America,False
3004,2019-09-18,0,"it works fine, hasnt torn.",it works,4,,R5HOK8BV4P7EG,USA,2019,summer,Positive,North-America,False
3005,2018-12-25,0,love it,its soft,5,,R2PGT4BX2ZHHOH,USA,2018,winter,Positive,North-America,False
3006,2019-03-01,0,Super warm and cozy. ReallySoft material too. I love this!!,Love,5,,R2XM9THGDZ5RCU,USA,2019,winter,Positive,North-America,False
3007,2016-01-20,1,comforter is very soft loving the color!! color does not fade,Five Stars,5,,R1GKMERUPOZ1VV,USA,2016,winter,Positive,North-America,True
3008,2019-06-04,0,Very pleased with this purchase. Great price.,Great value and comfortable,5,,R22DTVK5BP3GOM,USA,2019,spring,Positive,North-America,False
3009,2018-10-10,0,super light weight,great color,5,,R2VOWFIGVTO8H9,USA,2018,autumn,Positive,North-America,False
3010,2017-04-30,0,My grand duaghters said it was such a cozy comforter and they loved the color.,... said it was such a cozy comforter and they loved the color,5,,R22I5D5X7OXGEP,USA,2017,spring,Positive,North-America,False
3011,2019-11-03,0,Very good,Very good,5,,R24U39OIDLWERF,USA,2019,autumn,Positive,North-America,False
3012,2018-10-19,0,"Very great material, very impressed with the quality and durability.",Great Product,5,,R3F49O95E6Y29,USA,2018,autumn,Positive,North-America,False
3013,2019-01-01,0,Very nice! Bought it for my teen’s room and she loved it!!,Very nice!,5,,R2GMWWE37MDTZQ,USA,2019,winter,Positive,North-America,False
3014,2017-12-23,0,"Very good deal, good quality for price",Five Stars,5,,RCP23S121PKMU,USA,2017,winter,Positive,North-America,False
3015,2019-04-23,0,This is perfect for what I needed. Would buy again,Great!!,5,,R2NZI6BA70QALB,USA,2019,spring,Positive,North-America,False
3016,2016-12-31,2,Love this product!!! Very warm and cozy!!!,Five Stars,5,,R19FEK8G03BEWS,USA,2016,winter,Positive,North-America,True
3017,2019-12-26,0,Very nice,Comfortable and cozy,5,,RJR9TJ38UWQT3,USA,2019,winter,Positive,North-America,False
3018,2019-04-08,0,It is very comfy. By any chance do you have curtains to match?,It is very nice and comfortable.,5,,RB9PLI2U2GSX1,USA,2019,spring,Positive,North-America,False
3019,2019-02-22,0,The comforter is to small for my king size bed!,The size,2,,R12H8F98RW5FKK,USA,2019,winter,Negative,North-America,False
3020,2018-11-19,0,Love it,Love it,5,,R1ITULZFEAXRGN,USA,2018,autumn,Positive,North-America,False
3021,2018-11-14,0,So soft!! So happy with this comforter,Comforter,5,,R28GKLYX067DUY,USA,2018,autumn,Positive,North-America,False
3022,2018-12-12,0,"I love the blanket. It’s light weight, keeps me at the perfect temperature at night",Light weight,5,,R3QM6483ZM28ZS,USA,2018,autumn,Positive,North-America,False
3023,2015-11-13,3,"Love this comforter.  Soft, warm, but not too heavy in weight. Perfect size for a twin or twin XL.",Love this comforter,5,,R22BNSQ10TMNYE,USA,2015,autumn,Positive,North-America,True
3024,2019-07-17,0,Good product.,Good deal.,4,,R2HEXFZXUEQQ4J,USA,2019,summer,Positive,North-America,False
3025,2019-03-31,0,Very warm and very thick for price,Super thick and very soft,5,,R3O2EXS9LZWPTA,USA,2019,spring,Positive,North-America,False
